Nome: JOAO PINHEIRO
Codigo Estacao: 83481
Latitude: -17.74027777
Longitude: -46.17694443
Altitude: 759.62
Situacao: Desativada
Data Inicial: 2009-01-01
Data Final: 2018-01-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2009-01-01;8.2;null;0;31.4;25.5;21.1;69.3;48;.3;
2009-01-02;6.7;null;0;33;26.5;21.3;64.5;50;.3;
2009-01-03;6.9;null;4.6;30.6;23.6;20.1;80.3;59;.8;
2009-01-04;3.8;null;1.6;29;23;20.1;84.3;62;.5;
2009-01-05;2.9;null;60;26.2;22.2;18.5;80;69;.3;
2009-01-06;3.4;null;0;30;24.5;19.1;67;53;.2;
2009-01-07;5.9;null;0;31.2;25.1;20.1;69.8;56;.5;
2009-01-08;6.9;null;7;30.4;24.9;19.9;73;58;1.2;
2009-01-09;6.3;null;0;31.2;25.6;21.7;71;60;.3;
2009-01-10;6.5;null;0;30.2;25;20.9;60.5;46;.5;
2009-01-11;9.2;null;0;30.8;24.9;20.1;59.5;45;.7;
2009-01-12;8;null;0;31.8;25.6;20.1;66.8;53;.8;
2009-01-13;8.5;null;.5;32.2;26.6;20.9;58.8;47;1;
2009-01-14;9.5;null;0;32.4;26.6;21.5;55.3;42;1.3;
2009-01-15;10.6;null;0;32.2;26.8;21.1;53.3;42;.7;
2009-01-16;14;null;0;32;25.1;21.5;70.5;45;.5;
2009-01-17;6.4;null;2.6;30.8;24.2;20.1;73.3;54;2.2;
2009-01-18;6.2;null;3;31.2;23.7;19.9;83.8;73;1;
2009-01-19;3.5;null;10.3;31;25;19.3;71.8;50;.5;
2009-01-20;5.7;null;13.7;27.6;23.2;20.7;84.8;73;.5;
2009-01-21;2.7;null;2.3;29.2;23.2;20.1;86;66;.5;
2009-01-22;2.5;null;6.6;29.4;23.7;20.9;81.3;59;0;
2009-01-23;2.4;null;20.4;30;23.2;19.7;81;57;1;
2009-01-24;4.3;null;36.4;29;23.3;20.1;83.5;71;1;
2009-01-25;3.1;null;148.7;29.6;22.9;18.7;82.8;63;0;
2009-01-26;3.6;null;4.9;28.6;23.2;19.1;78;60;1.2;
2009-01-27;4.5;null;2.8;29.4;22.5;19.5;84;66;.8;
2009-01-28;3;null;57.7;30.2;24.8;19.1;77.3;58;.8;
2009-01-29;5.6;null;0;31.2;25.8;21.1;68.8;54;.8;
2009-01-30;6.9;null;0;32.2;26.5;21.7;64.3;51;1.2;
2009-01-31;8.5;null;0;32.8;26.7;22.7;66.5;50;.2;
2009-02-01;9;null;0;33.2;25.7;21.1;71.3;52;1.2;
2009-02-02;8.4;null;21.8;30.4;25;21.7;72.5;67;2.1;
2009-02-03;6.6;null;0;31.2;26.3;21.7;63.3;51;.2;
2009-02-04;8.8;null;0;31.8;26.5;22.5;59.3;45;.3;
2009-02-05;9.4;null;0;32;26.9;22.9;63.3;53;.5;
2009-02-06;8.2;null;0;31.2;25.9;22.3;69.8;63;.8;
2009-02-07;6.2;null;0;31.8;26.6;21.7;66;58;.7;
2009-02-08;6.4;null;8.7;30;23.6;19.9;78;58;1.2;
2009-02-09;4.4;null;5.9;31;25;19.7;74.3;51;.2;
2009-02-10;5;null;7.1;31.2;24.4;19.7;78;57;1.2;
2009-02-11;5.9;null;0;32.2;26.5;21.5;68.8;54;.5;
2009-02-12;7;null;0;31.2;26.1;22.5;69.8;56;0;
2009-02-13;5.8;null;19.4;28.6;22.7;20.3;82;67;.5;
2009-02-14;2.7;null;9.6;25.2;22.3;20.1;89;79;1;
2009-02-15;1.9;null;17.8;26;22.9;19.3;84.3;75;1.2;
2009-02-16;3.9;null;0;29.8;24.2;19.7;71;55;1;
2009-02-17;6.7;null;0;31.4;25.8;21.3;58.3;45;.7;
2009-02-18;9.6;null;0;30.6;24.8;20.3;70.3;54;.3;
2009-02-19;7.4;null;3;30.2;24.5;19.7;67.3;50;1;
2009-02-20;6.6;null;0;30;25.2;20.5;66.3;52;0;
2009-02-21;7.4;null;0;31.4;25.7;20.9;63.8;46;.9;
2009-02-22;8.2;null;.5;32.2;27.5;22.7;62;54;.7;
2009-02-23;7.1;null;11.6;30;24.7;19.7;71;60;.3;
2009-02-24;6.3;null;0;31.8;25.7;20.7;69.3;46;1.2;
2009-02-25;6.9;null;0;29;24.3;22.5;83.5;80;1.5;
2009-02-26;4.8;null;15.1;32;25.5;20.7;64.5;53;.5;
2009-02-27;8.8;null;4.9;31.2;26.4;22.5;68.5;54;.2;
2009-02-28;7;null;5.5;32;26.1;21.3;56.5;43;.3;
2009-03-01;11.2;11.1;0;32.4;26.7;20.5;54.8;47;1.2;
2009-03-02;10.8;11.1;0;32.2;26.9;22.5;55.5;47;.8;
2009-03-03;10;11.1;0;33.2;27.8;23.7;50.5;39;.3;
2009-03-04;10.6;11.1;0;33.8;27.9;22.9;58.3;41;0;
2009-03-05;10.8;11.1;0;34.4;27.5;24.1;55.3;42;1.7;
2009-03-06;10.8;11.1;.6;34;26.7;23.1;65.8;48;1.4;
2009-03-07;10.4;11.1;.4;31.2;26;21.5;72;57;0;
2009-03-08;4;11.1;19.3;30.6;24.6;18.7;69.5;54;.5;
2009-03-09;6.9;11.1;0;30.6;26.2;21.5;68.8;51;.9;
2009-03-10;6.8;11.1;0;30.6;25.7;22.5;65.8;60;.8;
2009-03-11;7.4;11.1;0;32.2;27;21.7;53.5;42;0;
2009-03-12;9.8;11.1;0;32;26.4;22.5;57.5;42;.7;
2009-03-13;10.6;null;0;32;26.8;22.9;59.3;47;.2;
2009-03-14;9.4;null;0;32.8;27.3;22.9;62.8;48;.3;
2009-03-15;8.9;null;0;33.2;26.7;22.5;65.3;41;1.2;
2009-03-16;9.4;null;0;32.6;26.1;20.5;65.3;53;1.5;
2009-03-17;7.2;null;28.2;25.8;22.4;19.5;84;71;2.4;
2009-03-18;4.6;null;4.6;31.2;25.1;19.7;69;57;.5;
2009-03-19;7.6;null;0;31.6;25.5;21.1;68;54;2.2;
2009-03-20;9.6;null;0;31;25.5;20.5;62.5;48;2.1;
2009-03-21;9.9;null;0;30;25.2;20.3;69.8;61;1;
2009-03-22;7.3;null;0;31.4;27.3;22.5;61.3;54;1.2;
2009-03-23;7.2;null;3.3;29.6;24.6;20.1;75.3;62;.7;
2009-03-24;4.6;null;5;30;23.9;20.3;82;67;1.7;
2009-03-25;4;null;9.7;29;22.8;20.5;85.8;63;1;
2009-03-26;2.9;null;20.6;28.8;23;19.9;86.8;68;.7;
2009-03-27;3.1;null;40.5;29;23.5;19.7;79.5;60;1.2;
2009-03-28;3.2;null;.1;29.2;22.8;19.9;83.8;61;1.9;
2009-03-29;3.2;null;51.8;29.8;24;19.3;79;59;1;
2009-03-30;4;null;13.5;28.2;23.7;20.3;85.3;74;.3;
2009-03-31;2.6;null;22.2;30.2;24.2;19.7;82.5;64;.3;
2009-04-01;3.3;null;0;30.8;24.7;21.1;78.8;60;.8;
2009-04-02;4.1;null;6.3;28.6;23.3;20.1;83;59;1.4;
2009-04-03;4;null;16;27.6;22.9;20.5;84;63;1.9;
2009-04-04;3.4;null;.4;28.2;23.5;20.5;76.5;60;1.5;
2009-04-05;4;null;0;31.2;25.3;21.1;70.8;59;1;
2009-04-06;5.6;null;.2;28.6;23.7;21.1;86.8;75;1.4;
2009-04-07;2.4;null;17.4;28;22.9;19.9;86;63;1.5;
2009-04-08;3;null;0;28.6;23.8;20.1;81.5;69;0;
2009-04-09;3.8;null;0;30.8;24.6;21.1;80.3;52;1.2;
2009-04-10;3.8;null;9.9;29.8;23.9;20.1;76.8;59;.7;
2009-04-11;4.5;null;0;30;24.7;20.7;76.3;62;1;
2009-04-12;5.9;null;.7;25.6;22.1;20.1;90.3;77;.8;
2009-04-13;2.8;null;5.9;28.6;23.5;19.9;74.8;59;.7;
2009-04-14;8.2;null;0;29.4;24.6;19.7;68;56;1.7;
2009-04-15;6.4;null;0;28.2;23.4;19.1;78.5;70;2.5;
2009-04-16;5.4;null;0;28.2;22.5;19.7;79.8;75;1.9;
2009-04-17;4.6;null;15.5;28.6;22.9;18.1;65.3;53;1.4;
2009-04-18;5.8;null;0;28.4;22.9;17.7;60.5;46;1;
2009-04-19;8.9;null;0;28.4;22.4;17.1;64.5;48;.3;
2009-04-20;8.3;null;0;29.8;24.2;20.1;50;41;.3;
2009-04-21;9.2;null;0;29.4;23.7;19.3;58.3;44;.8;
2009-04-22;9;null;0;28.8;23.3;18.7;58.3;48;1.4;
2009-04-23;8;null;0;27.2;22.5;18.5;70;60;1.2;
2009-04-24;7;null;0;28.8;23.9;19.1;68.8;56;1.2;
2009-04-25;6.8;null;0;30.2;24.5;19.7;69;54;.3;
2009-04-26;6;null;.2;28.2;23.1;20.7;86.5;77;.8;
2009-04-27;3.8;null;21.8;29.2;23.3;17.9;57.8;46;1.2;
2009-04-28;9.9;null;0;30.4;24.1;19.9;62;46;1.2;
2009-04-29;8.7;null;0;28;22.8;18.7;73.8;56;.8;
2009-04-30;4.4;null;0;27;22.9;19.1;76.8;60;1;
2009-05-01;5.2;null;0;25;21.1;19.1;75;65;1.9;
2009-05-02;3.7;null;0;27;21.2;16.7;72.3;63;1.2;
2009-05-03;4.4;null;0;27;21.5;17.3;67.8;55;1.5;
2009-05-04;6.6;null;0;27.2;21.5;16.9;67;50;1.2;
2009-05-05;5.8;null;0;26;22;17.5;68.3;60;.5;
2009-05-06;4.8;null;0;28.6;22.9;17.5;68;53;.8;
2009-05-07;7.8;null;0;29;23.8;18.9;54.8;44;1.5;
2009-05-08;10.8;null;0;30;24.5;21.5;58.5;50;.3;
2009-05-09;10.4;null;0;29.4;23.7;18.7;59;46;.8;
2009-05-10;8.3;null;0;29.8;23.5;17.9;63;51;1;
2009-05-11;7;null;1;29.6;23.4;18.3;64;47;.7;
2009-05-12;7;null;0;29;23.5;19.1;60.8;50;.9;
2009-05-13;8.6;null;0;29.4;23.7;19.7;58;44;.5;
2009-05-14;9.2;null;0;28.2;23.1;19.1;61.8;48;.5;
2009-05-15;9.8;null;0;29.6;23.4;19.3;67.8;46;.7;
2009-05-16;7.9;null;0;26.6;22;19.7;77.3;61;.2;
2009-05-17;4.1;null;0;27;22.9;19.1;73.8;64;1.9;
2009-05-18;4.5;null;.1;27;22;18.5;68.3;54;1.6;
2009-05-19;6.5;null;0;27;20.9;17.1;61.8;41;1.7;
2009-05-20;7.4;null;0;24;18.7;16.3;71.5;60;2.1;
2009-05-21;6.7;null;0;25.8;19.1;13.1;64.5;49;2.2;
2009-05-22;6.9;null;0;27;20.2;14.5;57.8;43;1.9;
2009-05-23;8.6;null;0;28.4;21.8;15.7;65.8;49;1.2;
2009-05-24;7.4;null;0;28.2;22.1;16.9;62.3;48;1.9;
2009-05-25;6.5;null;0;27.8;21.5;17.1;67;47;.8;
2009-05-26;5.9;null;0;28.8;21.9;16.5;66;45;1.2;
2009-05-27;6.2;null;0;30.8;23.8;17.5;60.5;48;.5;
2009-05-28;9;null;0;29.8;23.5;19.1;57.3;52;.7;
2009-05-29;10.6;null;0;30.6;24.1;18.7;51.8;37;1;
2009-05-30;10.4;null;0;29.4;23.1;18.1;62.8;48;.8;
2009-05-31;7.6;null;0;27.4;21.7;18.3;80.8;60;.7;
2009-06-01;3.3;null;1.2;26.4;21.8;19.1;78.3;70;.8;
2009-06-02;4.5;null;0;24;18.4;16.1;70.5;60;1.7;
2009-06-03;5.6;null;0;24.8;16.8;9.8;55.5;41;2.4;
2009-06-04;6.8;null;0;27.2;20.5;14.5;65.3;52;1.7;
2009-06-05;7.2;null;0;28.2;21.3;15.5;70;54;1.2;
2009-06-06;7.2;null;0;30;23.7;17.1;48.5;41;1.7;
2009-06-07;9.2;null;0;28.2;22.9;18.9;50.5;36;1.7;
2009-06-08;10.8;null;0;26.8;21;16.5;69;53;1.2;
2009-06-09;6.6;null;0;26.2;19.6;14.7;69;50;1.4;
2009-06-10;6.4;null;0;28;21.2;15.9;63.5;49;1.5;
2009-06-11;7;null;0;28.8;22.4;17.7;65;45;.5;
2009-06-12;7.8;null;0;28.8;23.3;19.1;62.5;51;1.1;
2009-06-13;6;null;1.5;25.2;19.8;16.7;64.8;52;1.4;
2009-06-14;5.4;null;.4;26.8;null;20.6;null;56;1;
2009-06-15;6.2;null;0;28.4;22.3;16.5;59.5;50;1.2;
2009-06-16;6.8;null;0;28.2;21.1;16.5;75.8;51;2;
2009-06-17;6.4;null;1.7;27.6;21.4;16.5;67.5;53;1;
2009-06-18;6.8;null;0;28;22;17.9;64.8;47;2;
2009-06-19;7.8;null;0;28.8;22.7;19.1;57;45;1.7;
2009-06-20;8.2;null;0;28.4;22.1;17.1;54.5;44;1.7;
2009-06-21;9.6;null;0;26.4;21.2;16.9;50.5;41;2.9;
2009-06-22;9.2;null;0;26.8;20.9;16.7;50.3;43;2.2;
2009-06-23;10.2;null;0;27;21;16.5;55.5;46;1.7;
2009-06-24;9.6;null;0;28.4;22;18.5;56.8;49;.8;
2009-06-25;null;null;null;null;null;null;null;57;null;
2009-06-26;null;null;null;null;null;null;null;null;null;
2009-06-27;null;null;null;null;null;null;null;null;null;
2009-06-28;null;null;null;null;null;null;null;null;null;
2009-06-29;null;null;0;28;21;15.1;60.5;47;1.2;
2009-06-30;8.2;null;0;28.6;21.5;15.7;62.5;47;1.4;
2009-07-01;7.8;null;0;30;22.3;16.5;48.5;35;1.2;
2009-07-02;8;null;0;29.6;22.1;16.1;50.5;34;.9;
2009-07-03;9;null;0;29.6;22.2;15.9;44.3;32;1;
2009-07-04;10;null;0;29;22.4;15.7;45;33;1.5;
2009-07-05;10.2;null;0;27.8;21.2;15.5;58;38;3.1;
2009-07-06;8.2;null;0;28.2;21.1;16.1;59.5;42;2.8;
2009-07-07;8.6;null;0;27;21.1;16.1;60;48;2.1;
2009-07-08;6.8;null;0;26.8;20.2;14.9;60.8;49;2.2;
2009-07-09;7.2;null;0;28;21.4;15.7;59.3;45;1.5;
2009-07-10;7.2;null;0;29;21.9;16.7;59.5;42;1.2;
2009-07-11;7.6;null;0;29;23.5;17.7;54;44;3.3;
2009-07-12;8;null;0;27.8;21.3;17.7;64.3;50;1.7;
2009-07-13;9.2;null;0;30.2;23.3;17.7;49.8;38;1.5;
2009-07-14;9;7.2;0;30.4;23.4;18.5;50;40;.2;
2009-07-15;9.2;null;0;29.6;22.5;18.5;49.3;35;1;
2009-07-16;10.8;null;0;27;21.3;16.5;53;43;1.5;
2009-07-17;9;null;0;29;22.3;16.5;51.8;36;1.7;
2009-07-18;9.8;null;0;28.8;22.6;17.5;52.5;38;1.2;
2009-07-19;10.2;null;0;28.8;22.4;15.7;51.8;39;.7;
2009-07-20;8.4;null;0;30;23.1;15.9;47.8;37;.8;
2009-07-21;9.6;null;0;30.6;23.6;18.7;46.5;38;1.4;
2009-07-22;8.8;null;0;30;23.1;17.3;50.8;41;1.7;
2009-07-23;10.2;null;0;31;23.6;16.9;51.5;37;.8;
2009-07-24;9.2;null;0;31.8;25.1;19.1;50.8;37;2.1;
2009-07-25;10;null;0;31;24.7;20.3;53.5;40;.8;
2009-07-26;10.8;null;0;30.2;23.5;18.1;53.8;34;2.2;
2009-07-27;10.6;null;0;31.4;24.1;18.7;51.8;38;1.2;
2009-07-28;11.2;null;0;31;23.7;18.5;44.5;26;.9;
2009-07-29;12.1;null;0;32;24;17.9;45.3;27;1;
2009-07-30;14;null;0;32.8;25.5;19.5;33.5;26;1.5;
2009-07-31;15.8;null;0;30.8;23.1;17.7;33.8;23;1.9;
2009-08-01;13.8;null;0;29.2;22.4;15.7;48.3;35;.8;
2009-08-02;11.4;null;0;30;24;19.1;46.8;17;1.2;
2009-08-03;11.4;null;0;31;24.1;18.9;45.5;33;1.2;
2009-08-04;11.4;null;0;32;25.6;19.9;39.8;32;1.2;
2009-08-05;15.8;null;0;30.6;23.1;17.3;42;25;1;
2009-08-06;14;null;0;30.8;23;16.1;40.5;29;.7;
2009-08-07;12.8;null;0;31;24.6;17.7;39.3;27;1;
2009-08-08;16.2;null;0;29.6;22.5;17.1;38.3;24;2.7;
2009-08-09;16;null;0;30;22.8;17.7;44;31;.8;
2009-08-10;12.4;null;0;31.6;24.4;16.5;39.3;28;1.5;
2009-08-11;14.6;null;0;30.6;24.7;17.9;40.8;29;1.9;
2009-08-12;13.2;null;0;28.8;23;16.9;50;39;2.3;
2009-08-13;10.8;null;0;28;21.7;16.7;52.8;37;2.8;
2009-08-14;11;null;0;26.8;21.6;16.3;48.5;34;1.9;
2009-08-15;11;null;0;28.2;22.4;16.5;50.8;40;3.9;
2009-08-16;12;null;0;29.2;22;16.7;48.5;35;3.3;
2009-08-17;11;null;0;29.4;22.1;15.9;51;32;1.9;
2009-08-18;12;null;0;30.4;23.3;17.3;43.8;31;2.4;
2009-08-19;13.4;null;0;32.6;25.4;18.7;46.5;39;1.9;
2009-08-20;14;.8;0;32.4;25.7;19.7;46.8;37;2;
2009-08-21;14.6;null;0;27.4;23.8;21.1;59;48;2.7;
2009-08-22;11;null;0;30.8;23.5;19.3;60.5;46;3.6;
2009-08-23;7.4;null;22.2;27.4;21.9;16.5;65.8;51;1;
2009-08-24;6;null;5.6;26;20.5;16.9;79.5;62;2.9;
2009-08-25;5.4;null;0;24.2;20.7;17.7;75;69;2.8;
2009-08-26;5.6;null;.2;22;18.7;16.7;90.5;76;3.9;
2009-08-27;2.2;null;1.8;24.2;19.3;15.3;72.3;52;1.9;
2009-08-28;5.3;null;0;29.2;22.5;16.9;57;40;2.4;
2009-08-29;10;null;0;29.6;23.4;17.1;51;34;3.1;
2009-08-30;11.5;null;0;29;22.6;16.9;48.5;36;3.1;
2009-08-31;12;null;0;29.4;22.6;16.1;53;38;1.7;
2009-09-01;10.5;null;0;31.4;24.8;18.9;50;38;1.4;
2009-09-02;11.9;null;0;32.8;27.4;22.3;47.3;39;.7;
2009-09-03;14;null;0;33.4;26.7;21.5;44.5;30;2;
2009-09-04;12.8;null;0;32.8;25.7;22.9;60.8;44;1.7;
2009-09-05;12.8;null;0;30.6;25;20.1;62.8;60;1;
2009-09-06;12;null;0;28.2;23.9;21.5;69.5;59;1.3;
2009-09-07;4.6;null;3;30.6;24.6;19.5;68;49;1.3;
2009-09-08;7.8;null;0;31;25.5;19.7;59.8;47;1.5;
2009-09-09;9.6;null;0;32.4;25.4;22.3;51.3;38;2;
2009-09-10;13.9;null;0;30.6;24.7;19.3;43.5;31;1.2;
2009-09-11;14.2;null;0;31;24.2;19.1;47;38;1.5;
2009-09-12;13.8;null;0;32.4;24.6;18.3;51.8;39;1.4;
2009-09-13;12.6;null;0;33;26;19.7;43;29;1.4;
2009-09-14;13.4;null;0;33.2;26.6;20.7;39.3;29;.3;
2009-09-15;14.6;null;0;32;26.7;21.3;44.5;35;1;
2009-09-16;13.8;null;0;33.6;27.1;21.5;43.3;31;.3;
2009-09-17;14.2;null;0;33.4;26.5;20.7;47.3;32;.8;
2009-09-18;14.6;null;0;34.4;27.8;21.5;39.5;31;.8;
2009-09-19;14.3;null;0;34.8;28.8;24.3;46.5;34;.3;
2009-09-20;13;null;0;34.4;27.6;21;48.3;34;1.7;
2009-09-21;14.2;null;0;28.8;24.6;22.3;66;49;1;
2009-09-22;7;null;.2;32.8;24.5;20.1;66.3;42;2.2;
2009-09-23;7.4;null;23.4;24.8;22;19.5;86.3;76;1.5;
2009-09-24;2;null;11.9;29.6;23.5;18.3;70;52;1.7;
2009-09-25;7.6;null;0;33.4;25.7;20.1;51.3;36;1.6;
2009-09-26;11.5;null;0;32;25;18.9;47.5;35;1.2;
2009-09-27;11.7;null;0;31.6;25.3;19.1;50.3;34;1.9;
2009-09-28;13;null;0;35;28;23.1;44.3;32;.3;
2009-09-29;14.6;null;0;34.6;27.6;23.9;50;33;1.5;
2009-09-30;14;null;0;33;26.1;23.1;67.5;58;2.6;
2009-10-01;7.8;null;5;30.6;24.4;20.5;69.8;43;2.2;
2009-10-02;7.2;null;0;33;25.9;20.5;60.5;44;1.5;
2009-10-03;9.6;null;2.4;26.6;22.5;19.3;74.8;66;3.1;
2009-10-04;7.2;null;.5;33.2;25.2;18.7;60.8;44;1.7;
2009-10-05;9;null;0;30;25.3;20.7;59;50;1.2;
2009-10-06;8.7;null;0;30.4;25.7;20.7;56.5;48;2.7;
2009-10-07;10.3;null;0;34.4;26.5;21.7;56.8;41;1.9;
2009-10-08;9.4;null;7.4;27.6;22.2;19.7;83;56;1.9;
2009-10-09;4.6;null;12.9;27.6;22.2;18.7;76;64;1.4;
2009-10-10;3.6;null;.7;29.2;23.9;19.5;66.3;49;1.2;
2009-10-11;7;null;0;30.8;24.9;18.9;57.5;46;1.5;
2009-10-12;8.4;null;0;31.4;25;19.5;64;42;.7;
2009-10-13;8.6;null;0;33;26.4;19.3;57.5;44;1.4;
2009-10-14;10.4;null;0;30.8;26.1;20.7;57.8;48;1;
2009-10-15;10.4;null;0;33.4;27.4;21.7;53;38;.7;
2009-10-16;9.6;null;14.4;30.2;24.6;18.9;73.8;55;.2;
2009-10-17;7.3;null;0;33.2;27.5;22.5;57.8;46;.7;
2009-10-18;8.1;null;.8;30.4;24.8;20.7;71;52;.8;
2009-10-19;5.9;null;8.1;33.4;26.9;21.5;59.5;36;.3;
2009-10-20;9.1;null;.1;31.8;25.1;21.7;71;48;.3;
2009-10-21;6;null;7.4;32.4;26.4;20.7;63;44;1;
2009-10-22;8.2;null;0;30;25.2;22.5;71.5;49;1.2;
2009-10-23;5.5;null;.1;32.2;25.1;21.1;70.8;42;1.2;
2009-10-24;6;null;10.6;32;26;20.9;65.3;48;1.9;
2009-10-25;5.8;null;57.6;32;24.7;19.5;68.3;49;.7;
2009-10-26;5.4;null;2.2;30;24.1;19.7;73.5;55;1;
2009-10-27;4.5;null;22.1;28.4;23.1;19.1;89.3;77;1.2;
2009-10-28;2.6;null;48.4;27.4;22.7;19.7;81.8;63;2.1;
2009-10-29;3.4;null;3.6;26.6;22.9;20.5;88.8;82;1.5;
2009-10-30;3.8;null;4.9;28.6;24.4;19.9;69.5;60;1.9;
2009-10-31;6.2;null;0;29.6;23.3;19.3;76.5;53;1.9;
2009-11-01;3.4;null;0;31.2;23.9;19.7;74.3;45;1.7;
2009-11-02;4.9;null;0;31;24.7;19.9;72.5;52;1.3;
2009-11-03;6;null;0;32.6;25.2;20.7;67.8;50;1.4;
2009-11-04;6;null;14;29.4;24.5;19.7;73.5;63;1.3;
2009-11-05;6.6;null;23.8;28;22.7;19.5;81.5;61;1;
2009-11-06;3.5;null;4.5;30.2;24.9;19.7;66.5;49;.4;
2009-11-07;6.3;null;0;30.4;25.9;21.1;60.3;52;.9;
2009-11-08;6.9;null;.3;29.6;24.5;20.9;70;53;2.1;
2009-11-09;6.2;null;0;30.6;24.3;20.1;74.8;54;.7;
2009-11-10;4.5;null;4.6;31.6;25.4;21.1;72.8;54;1;
2009-11-11;5.6;null;9.6;25.6;22.1;20.5;95;74;1;
2009-11-12;1.2;null;3;31;25.7;19.7;69.8;60;.3;
2009-11-13;5.8;null;1.6;31.6;26.1;21.7;70.3;58;1;
2009-11-14;9.2;null;0;31.8;26.2;21.7;55.3;47;1.2;
2009-11-15;11.5;null;0;32.6;27;21.7;52.8;40;1;
2009-11-16;13.4;null;0;34.4;28.4;22.9;52.5;43;1;
2009-11-17;13.3;null;0;30.6;25.1;22.9;72;54;1.4;
2009-11-18;5.6;null;0;31.2;25.8;21.3;64.8;53;.4;
2009-11-19;8.8;null;0;32.2;26.3;21.1;61.8;47;1;
2009-11-20;8.9;null;0;32;26.8;23.1;58.5;45;.8;
2009-11-21;10.6;null;0;31.6;26.4;21.7;52.3;44;1;
2009-11-22;11.1;null;0;33.6;26.9;20.9;46.8;37;.7;
2009-11-23;13.1;null;0;33.2;26.4;20.5;46.3;37;.9;
2009-11-24;12;null;0;34;27.5;20.1;36;26;1.2;
2009-11-25;14.3;null;0;34.4;28;21.7;43.8;35;2.3;
2009-11-26;13.7;null;0;33.2;27.6;23.1;54;38;1.4;
2009-11-27;10.5;null;0;33;26.5;21.8;65;50;1.9;
2009-11-28;8;null;.2;32;25.3;21.7;72.3;49;1.4;
2009-11-29;5.2;null;14.5;30.4;23.3;20.1;83.5;52;1.2;
2009-11-30;4.7;null;8.4;29.8;23.5;19.9;80.8;61;.7;
2009-12-01;4.2;null;1.6;29.4;22.8;19.9;86.8;65;.5;
2009-12-02;3.8;null;21;26;22.5;19.5;89.3;89;1.7;
2009-12-03;2.3;null;3.7;26.6;21.9;19.5;92.8;86;.7;
2009-12-04;2;null;5.7;27.2;22.5;19.5;85;70;1.5;
2009-12-05;2.4;null;44.5;22.8;20.8;19.3;96.5;93;1.9;
2009-12-06;.8;null;42.8;21.2;20.3;18.9;96.8;96;1.1;
2009-12-07;.8;null;10.8;26.4;21.7;18.7;87.3;67;1.7;
2009-12-08;2.2;null;6.8;29;23.7;20.1;80.5;65;1;
2009-12-09;3.4;null;9.5;31;23.9;20.1;78.3;63;1.2;
2009-12-10;4.6;null;16;31;25.3;20.3;71;59;.9;
2009-12-11;7;null;0;32.8;25.9;20.3;61.5;50;1;
2009-12-12;9.5;null;0;33;26.7;21.5;56.3;46;.8;
2009-12-13;11.2;null;.6;32;25.6;21.5;73.8;53;1;
2009-12-14;4.5;null;27.1;29;23;19.1;76;59;1.9;
2009-12-15;6;null;12.3;28;22.9;19.5;84.8;69;2.1;
2009-12-16;4.6;null;2.5;32.2;25.9;20.1;62.5;56;1.2;
2009-12-17;9;null;0;32;26.5;21.7;55.8;40;1.3;
2009-12-18;10.5;null;0;31.8;23.5;19.4;71.8;53;1.5;
2009-12-19;7.5;null;28.7;25.8;22.5;18.5;77.8;70;2.1;
2009-12-20;5.5;null;0;31.6;24.8;20.7;63.8;43;1.5;
2009-12-21;9.1;null;0;31.4;24.8;18.3;60;43;.9;
2009-12-22;7.8;null;33;29;23.3;17.7;69.5;60;.5;
2009-12-23;6.6;null;.6;31.2;24.6;18.7;65;50;.9;
2009-12-24;7.5;null;0;31.4;26.1;20.3;62.8;46;.7;
2009-12-25;7.6;null;10.5;26.8;22.4;20.3;88.3;73;1.2;
2009-12-26;2;null;22.6;29.6;22.9;19.7;86.5;61;0;
2009-12-27;1.2;null;59.3;25;21.4;18.1;96.5;93;.5;
2009-12-28;1.2;null;6.5;26.8;22.5;18.3;89;76;1;
2009-12-29;1.5;null;27.8;27.8;22.8;19.7;88;72;1;
2009-12-30;2.3;null;8.4;28;23.2;19.7;90.3;83;2.1;
2009-12-31;2.3;null;10.3;29.8;23.4;20.1;87.5;69;2.1;
2010-01-01;2;null;18.2;26.8;22.2;19.5;90.5;77;1;
2010-01-02;3.8;null;4.6;30.6;24.8;20.1;70.8;60;.7;
2010-01-03;7.5;null;0;31.8;26.2;20.1;59.5;47;1.2;
2010-01-04;9.1;null;0;32;26.6;20.5;57.5;47;.7;
2010-01-05;9;null;0;32.4;27.3;21.7;57.3;47;1;
2010-01-06;9.2;null;0;30.4;23.5;20.1;78.3;60;.5;
2010-01-07;4.5;null;8.8;27.2;23.3;19.5;77.8;69;1;
2010-01-08;4.6;null;0;30.6;24.5;20.7;74;55;.8;
2010-01-09;5;null;5.2;31;25.8;19.7;64.3;48;.8;
2010-01-10;8;null;0;31.6;25.8;19.7;58.5;45;1.7;
2010-01-11;9.5;null;0;32.2;26.7;22.5;55.5;45;1.2;
